Data;Wojewodztwo;Liczba wykonanych testów
04.11.2020;Lubuskie;598
04.11.2020;Łódzkie;4952
04.11.2020;Małopolskie;3477
04.11.2020;Mazowieckie;11838
04.11.2020;Opolskie;457
04.11.2020;Podkarpackie;2255
04.11.2020;Podlaskie;1741
04.11.2020;Pomorskie;7424
04.11.2020;Śląskie;13237
04.11.2020;Świętokrzyskie;1296
04.11.2020;Warmińsko-Mazurskie;1956
04.11.2020;Wielkopolskie;6823
04.11.2020;Zachodniopomorskie;3074
05.11.2020;Dolnośląskie;4728
05.11.2020;Kujawsko-Pomorskie;4461
05.11.2020;Lubelskie;1604
05.11.2020;Lubuskie;489
05.11.2020;Łódzkie;4624
05.11.2020;Małopolskie;3474
05.11.2020;Mazowieckie;12899
05.11.2020;Opolskie;504
05.11.2020;Podkarpackie;1220
05.11.2020;Podlaskie;1920
05.11.2020;Pomorskie;8194
05.11.2020;Śląskie;14010
05.11.2020;Świętokrzyskie;1077
05.11.2020;Warmińsko-Mazurskie;2329
05.11.2020;Wielkopolskie;8062
05.11.2020;Zachodniopomorskie;2755
06.11.2020;Dolnośląskie;4695
06.11.2020;Kujawsko-Pomorskie;3878
06.11.2020;Lubelskie;2181
06.11.2020;Lubuskie;518
06.11.2020;Łódzkie;4999
06.11.2020;Małopolskie;3040
06.11.2020;Mazowieckie;14028
06.11.2020;Opolskie;526
06.11.2020;Podkarpackie;2319
06.11.2020;Podlaskie;1676
06.11.2020;Pomorskie;8099
06.11.2020;Śląskie;15258
06.11.2020;Świętokrzyskie;1558
06.11.2020;Warmińsko-Mazurskie;1959
06.11.2020;Wielkopolskie;7729
06.11.2020;Zachodniopomorskie;2357
07.11.2020;Dolnośląskie;4014
07.11.2020;Kujawsko-Pomorskie;4288
07.11.2020;Lubelskie;2094
07.11.2020;Lubuskie;562
07.11.2020;Łódzkie;4322
07.11.2020;Małopolskie;3292
07.11.2020;Mazowieckie;11300
07.11.2020;Opolskie;571
07.11.2020;Podkarpackie;373
07.11.2020;Podlaskie;1073
07.11.2020;Pomorskie;7790
07.11.2020;Śląskie;13105
07.11.2020;Świętokrzyskie;1664
07.11.2020;Warmińsko-Mazurskie;1122
07.11.2020;Wielkopolskie;8422
07.11.2020;Zachodniopomorskie;3392
08.11.2020;Dolnośląskie;3427
08.11.2020;Kujawsko-Pomorskie;2776
08.11.2020;Lubelskie;2566
08.11.2020;Lubuskie;418
08.11.2020;Łódzkie;3302
08.11.2020;Małopolskie;2235
08.11.2020;Mazowieckie;8351
08.11.2020;Opolskie;505
08.11.2020;Podkarpackie;1002
08.11.2020;Podlaskie;711
08.11.2020;Pomorskie;8162
08.11.2020;Śląskie;8760
08.11.2020;Świętokrzyskie;1113
08.11.2020;Warmińsko-Mazurskie;1360
08.11.2020;Wielkopolskie;7402
08.11.2020;Zachodniopomorskie;1360
09.11.2020;Dolnośląskie;2922
09.11.2020;Kujawsko-Pomorskie;2481
09.11.2020;Lubelskie;1359
09.11.2020;Lubuskie;321
09.11.2020;Łódzkie;2601
09.11.2020;Małopolskie;2081
09.11.2020;Mazowieckie;7919
09.11.2020;Opolskie;408
09.11.2020;Podkarpackie;1055
09.11.2020;Podlaskie;1499
09.11.2020;Pomorskie;4555
09.11.2020;Śląskie;5810
09.11.2020;Świętokrzyskie;700
09.11.2020;Warmińsko-Mazurskie;1078
09.11.2020;Wielkopolskie;6462
09.11.2020;Zachodniopomorskie;1505
10.11.2020;Dolnośląskie;4097
10.11.2020;Kujawsko-Pomorskie;3093
10.11.2020;Lubelskie;1828
10.11.2020;Lubuskie;591
10.11.2020;Łódzkie;3295
10.11.2020;Małopolskie;1785
10.11.2020;Mazowieckie;8522
10.11.2020;Opolskie;524
10.11.2020;Podkarpackie;1655
10.11.2020;Podlaskie;1213
10.11.2020;Pomorskie;5825
10.11.2020;Śląskie;7526
10.11.2020;Świętokrzyskie;1590
10.11.2020;Warmińsko-Mazurskie;1303
10.11.2020;Wielkopolskie;5412
10.11.2020;Zachodniopomorskie;2174
11.11.2020;Dolnośląskie;3770
11.11.2020;Kujawsko-Pomorskie;3632
11.11.2020;Lubelskie;2287
11.11.2020;Lubuskie;700
11.11.2020;Łódzkie;4740
11.11.2020;Małopolskie;2700
11.11.2020;Mazowieckie;9428
11.11.2020;Opolskie;594
11.11.2020;Podkarpackie;1105
11.11.2020;Podlaskie;894
11.11.2020;Pomorskie;7353
11.11.2020;Śląskie;9690
11.11.2020;Świętokrzyskie;1144
11.11.2020;Warmińsko-Mazurskie;1425
11.11.2020;Wielkopolskie;7054
11.11.2020;Zachodniopomorskie;2632
12.11.2020;Dolnośląskie;3521
12.11.2020;Kujawsko-Pomorskie;3554
12.11.2020;Lubelskie;1656
12.11.2020;Lubuskie;477
12.11.2020;Łódzkie;3784
12.11.2020;Małopolskie;2214
12.11.2020;Mazowieckie;9157
12.11.2020;Opolskie;441
12.11.2020;Podkarpackie;1504
12.11.2020;Podlaskie;1624
12.11.2020;Pomorskie;8442
12.11.2020;Śląskie;8149
12.11.2020;Świętokrzyskie;347
12.11.2020;Warmińsko-Mazurskie;1100
12.11.2020;Wielkopolskie;5940
12.11.2020;Zachodniopomorskie;1688
13.11.2020;Dolnośląskie;4504
13.11.2020;Kujawsko-Pomorskie;3355
13.11.2020;Lubelskie;1929
13.11.2020;Lubuskie;509
13.11.2020;Łódzkie;3378
13.11.2020;Małopolskie;2180
13.11.2020;Mazowieckie;8611
13.11.2020;Opolskie;446
13.11.2020;Podkarpackie;1099
13.11.2020;Podlaskie;1003
13.11.2020;Pomorskie;5517
13.11.2020;Śląskie;7276
13.11.2020;Świętokrzyskie;1416
13.11.2020;Warmińsko-Mazurskie;1709
13.11.2020;Wielkopolskie;5268
13.11.2020;Zachodniopomorskie;2440
14.11.2020;Dolnośląskie;4083
14.11.2020;Kujawsko-Pomorskie;3831
14.11.2020;Lubelskie;2935
14.11.2020;Lubuskie;329
14.11.2020;Łódzkie;4106
14.11.2020;Małopolskie;2761
14.11.2020;Mazowieckie;8661
14.11.2020;Opolskie;353
14.11.2020;Podkarpackie;964
14.11.2020;Podlaskie;1793
14.11.2020;Pomorskie;7492
14.11.2020;Śląskie;8307
14.11.2020;Świętokrzyskie;1366
14.11.2020;Warmińsko-Mazurskie;1580
14.11.2020;Wielkopolskie;6168
14.11.2020;Zachodniopomorskie;3138
15.11.2020;Dolnośląskie;2699
15.11.2020;Kujawsko-Pomorskie;2760
15.11.2020;Lubelskie;2518
15.11.2020;Lubuskie;310
15.11.2020;Łódzkie;3263
15.11.2020;Małopolskie;2101
15.11.2020;Mazowieckie;5671
15.11.2020;Opolskie;564
15.11.2020;Podkarpackie;474
15.11.2020;Podlaskie;436
15.11.2020;Pomorskie;5569
15.11.2020;Śląskie;5137
15.11.2020;Świętokrzyskie;779
15.11.2020;Warmińsko-Mazurskie;1362
15.11.2020;Wielkopolskie;5463
15.11.2020;Zachodniopomorskie;1779
16.11.2020;Dolnośląskie;3240
16.11.2020;Kujawsko-Pomorskie;1526
16.11.2020;Lubelskie;871
16.11.2020;Lubuskie;86
16.11.2020;Łódzkie;2496
16.11.2020;Małopolskie;1770
16.11.2020;Mazowieckie;4246
16.11.2020;Opolskie;343
16.11.2020;Podkarpackie;501
16.11.2020;Podlaskie;1203
16.11.2020;Pomorskie;3973
16.11.2020;Śląskie;2858
16.11.2020;Świętokrzyskie;432
16.11.2020;Warmińsko-Mazurskie;525
16.11.2020;Wielkopolskie;2928
16.11.2020;Zachodniopomorskie;1651
17.11.2020;Dolnośląskie;2986
17.11.2020;Kujawsko-Pomorskie;2552
17.11.2020;Lubelskie;1788
17.11.2020;Lubuskie;417
17.11.2020;Łódzkie;2320
17.11.2020;Małopolskie;2273
17.11.2020;Mazowieckie;5652
17.11.2020;Opolskie;441
17.11.2020;Podkarpackie;1201
17.11.2020;Podlaskie;1449
17.11.2020;Pomorskie;4534
17.11.2020;Śląskie;6380
17.11.2020;Świętokrzyskie;1349
17.11.2020;Warmińsko-Mazurskie;1739
17.11.2020;Wielkopolskie;4043
17.11.2020;Zachodniopomorskie;2364
18.11.2020;Dolnośląskie;3183
18.11.2020;Kujawsko-Pomorskie;3541
18.11.2020;Lubelskie;2421
18.11.2020;Lubuskie;394
18.11.2020;Łódzkie;3165
18.11.2020;Małopolskie;3021
18.11.2020;Mazowieckie;4651
18.11.2020;Opolskie;440
18.11.2020;Podkarpackie;2202
18.11.2020;Podlaskie;429
18.11.2020;Pomorskie;6949
18.11.2020;Śląskie;5825
18.11.2020;Świętokrzyskie;1342
18.11.2020;Warmińsko-Mazurskie;1391
18.11.2020;Wielkopolskie;5889
18.11.2020;Zachodniopomorskie;2100
